Lattitude,Longitude
-85.15,35.00
-122.98,46.67
-122.96,46.69
-122.90,46.61
-71.36,42.62
-71.04,42.40
-71.02,42.40
-83.32,35.48
-75.05,39.92
-75.03,39.94
-75.02,39.89
-74.98,39.91
-81.37,35.39
-84.13,43.19
-76.41,36.82
-76.40,36.86
-76.27,36.75
-76.25,36.79
-76.24,36.74
-76.24,36.79
-76.23,36.70
-76.23,36.82
-72.88,41.56
-81.19,34.71
-77.41,37.36
-77.33,37.34
-76.29,38.98
-74.70,40.79
-77.51,37.37
-81.34,41.52
-87.04,41.62
-76.07,39.22
-104.80,41.12
-104.80,41.16
-104.79,41.14
-87.81,41.98
-87.79,41.95
-87.79,41.92
-87.77,41.98
-87.76,41.80
-87.75,41.96
-87.75,41.91
-87.74,41.80
-87.74,41.78
-87.74,41.75
-87.74,41.93
-87.73,41.90
-87.72,41.82
-87.72,41.79
-87.72,41.77
-87.72,41.77
-87.72,42.00
-87.71,41.97
-87.71,41.84
-87.70,41.78
-87.70,41.75
-87.70,41.69
-87.70,41.95
-87.70,41.94
-87.70,41.91
-87.69,41.97
-87.69,42.02
-87.69,41.85
-87.69,41.93
-87.69,41.86
-87.69,41.83
-87.69,41.90
-87.68,41.87
-87.68,41.91
-87.68,41.81
-87.67,41.95
-87.67,41.84
-87.66,41.72
-87.66,41.93
-87.66,41.95
-87.66,41.98
-87.65,41.96
-87.64,41.77
-87.64,41.93
-87.64,41.87
-87.63,41.91
-87.63,41.88
-87.63,41.88
-87.62,41.85
-87.62,41.74
-87.62,41.72
-87.61,41.75
-87.59,41.80
-87.59,41.76
-87.54,41.65
-87.53,41.70
-87.67,41.51
-87.65,41.52
-87.80,41.71
-87.78,41.71
-88.08,30.77
-97.94,35.02
-72.58,42.18
-82.87,29.50
-86.35,33.26
-83.02,39.33
-82.98,39.34
-82.98,39.35
-117.69,34.03
-117.72,33.99
-85.55,30.75
-91.43,44.89
-91.39,44.93
-77.09,35.52
-80.42,37.16
-80.41,37.13
-117.09,32.63
-117.07,32.61
-117.06,32.65
-117.02,32.64
-87.75,41.85
-84.63,39.15
-84.61,39.09
-84.60,39.26
-84.60,39.12
-84.59,39.24
-84.57,39.11
-84.55,39.22
-84.52,39.13
-84.52,39.13
-84.52,39.22
-84.50,39.28
-84.49,39.15
-84.47,39.26
-84.46,39.19
-84.45,39.21
-84.43,39.18
-84.38,39.20
-84.38,39.20
-84.38,39.08
-84.31,39.07
-84.27,39.10
-93.16,45.14
-82.95,39.58
-121.27,38.71
-121.27,38.68
-86.59,32.80
-81.16,35.72
-72.33,43.37
-72.32,43.37
-79.39,41.19
-74.31,40.63
-75.69,41.48
-80.37,39.26
-80.28,39.28
-74.43,40.15
-90.57,34.19
-83.42,42.72
-85.76,38.32
-78.57,36.62
-83.15,42.53
-97.12,39.38
-75.47,39.80
-83.39,34.88
-78.45,35.64
-120.95,47.19
-93.36,43.15
-78.40,41.04
-94.06,45.41
-82.76,27.96
-82.74,28.02
-82.73,27.99
-82.72,27.96
-82.83,27.98
-75.04,39.80
-74.98,39.81
-80.38,36.03
-81.68,28.35
-95.10,30.34
-90.72,33.79
-90.72,33.75
-87.73,43.92
-84.88,35.19
-83.90,34.66
-81.89,41.48
-81.83,41.37
-81.80,41.43
-81.79,41.45
-81.78,41.38
-81.77,41.45
-81.76,41.46
-81.76,41.42
-81.74,41.48
-81.73,41.41
-81.73,41.46
-81.73,41.44
-81.71,41.47
-81.70,41.44
-81.69,41.41
-81.69,41.42
-81.67,41.50
-81.65,41.52
-81.64,41.46
-81.63,41.41
-81.63,41.50
-81.61,41.43
-81.56,41.45
-81.53,41.50
-81.53,41.43
-81.52,41.52
-81.55,41.52
-108.46,39.09
-97.58,31.78
-74.15,40.88
-90.32,32.33
-84.14,36.10
-81.88,34.46
-78.31,35.01
-82.95,42.60
-82.92,42.55
-82.89,42.58
-83.77,43.18
-93.76,41.61
-93.74,41.60
-73.95,40.97
-81.08,35.12
-86.80,39.52
-82.95,35.53
-76.53,40.79
-75.87,39.98
-76.65,39.49
-76.63,39.46
-80.80,28.36
-80.75,28.39
-80.74,28.37
-80.73,28.35
-80.61,28.35
-109.05,44.52
-82.36,36.91
-73.18,44.50
-84.98,41.94
-76.93,38.99
-96.32,30.62
-89.70,35.05
-89.55,31.63
-90.01,38.69
-89.98,38.68
-75.26,40.28
-77.40,37.27
-77.40,37.24
-104.83,38.87
-104.82,38.81
-104.82,38.83
-104.80,38.95
-104.80,38.79
-104.80,38.84
-104.76,38.94
-104.76,38.83
-104.75,38.89
-104.72,38.87
-117.32,34.07
-117.31,34.05
-87.07,35.61
-86.90,35.64
-81.17,34.07
-81.12,34.03
-81.12,34.04
-81.04,34.03
-81.03,34.00
-81.00,34.04
-80.99,33.96
-80.98,33.99
-80.96,34.06
-80.93,34.09
-80.92,33.95
-80.89,34.11
-76.84,39.18
-76.81,39.23
-76.51,40.04
-85.49,41.17
-114.20,48.37
-93.25,45.04
-80.70,40.90
-97.36,41.44
-97.36,41.44
-96.54,29.69
-89.03,43.35
-88.37,33.49
-85.96,39.30
-85.95,39.20
-85.89,39.22
-84.97,32.51
-84.96,32.47
-84.96,32.52
-84.95,32.55
-84.94,32.51
-84.94,32.48
-84.92,32.46
-84.89,32.52
-83.15,39.98
-83.15,39.95
-83.10,39.95
-83.09,40.07
-83.09,40.10
-83.05,39.93
-83.04,39.96
-83.03,39.99
-83.03,40.03
-83.00,40.03
-83.00,39.96
-83.00,39.89
-82.97,40.09
-82.96,40.04
-82.91,39.92
-82.88,39.92
-82.88,39.96
-82.87,40.01
-82.83,39.94
-82.20,35.25
-73.31,40.84
-83.46,34.26
-83.45,42.59
-104.93,39.81
-118.22,33.90
-71.53,43.19
-71.51,43.22
-97.66,39.56
-79.62,39.99
-85.13,39.66
-95.47,30.34
-95.47,30.31
-75.29,40.09
-92.49,35.09
-92.43,35.09
-79.07,33.85
-79.00,33.79
-84.00,33.66
-83.98,33.63
-75.39,40.51
-85.96,43.06
-97.89,31.12
-80.26,25.75
-91.57,41.68
-72.99,40.87
-80.22,40.52
-83.77,31.96
-88.52,34.92
-83.55,34.55
-123.05,45.52
-123.04,45.52
-80.88,35.48
-117.58,33.88
-117.56,33.88
-117.54,33.86
-117.52,33.88
-117.17,32.70
-97.37,27.71
-80.73,41.32
-73.89,41.30
-123.31,44.55
-123.28,44.56
-123.26,44.57
-123.25,44.59
-86.13,38.24
-81.87,40.27
-117.92,33.65
-117.92,33.68
-92.93,44.82
-112.00,34.72
-95.90,41.26
-95.88,41.24
-95.87,41.26
-95.85,41.23
-95.83,41.24
-95.82,41.25
-71.58,41.68
-117.92,34.09
-117.87,34.10
-90.14,30.45
-90.10,30.46
-90.04,30.51
-89.64,35.57
-84.52,39.09
-83.91,33.56
-83.86,33.60
-79.96,37.77
-107.56,40.51
-81.08,35.25
-80.10,40.69
-71.47,41.78
-71.45,41.75
-71.45,41.75
-71.44,41.78
-76.18,40.64
-96.96,40.63
-84.64,38.80
-76.70,38.99
-72.68,41.60
-81.81,38.41
-85.04,35.96
-87.36,41.43
-88.33,42.23
-88.29,42.25
-82.58,28.90
-86.83,34.18
-86.83,34.17
-77.98,38.48
-118.39,34.00
-92.03,45.53
-78.84,39.64
-78.75,39.63
-71.43,41.94
-70.24,43.79
-84.14,34.19
-90.32,29.48
-81.51,41.15
-81.51,41.18
-81.48,41.12
-118.01,33.81
-95.68,29.88
-83.91,34.07
-83.91,34.00
-85.57,40.11
-123.31,44.93
-96.89,32.70
-96.86,32.91
-96.86,32.79
-96.84,32.83
-96.72,32.90
-96.70,32.79
-96.68,32.81
-96.68,32.86
-96.68,32.84
-81.19,35.32
-85.00,34.76
-84.96,34.80
-77.21,39.29
-117.70,33.49
-73.46,41.41
-73.42,41.41
-80.16,26.05
-70.94,42.55
-84.77,37.62
-76.62,40.97
-87.91,30.65
-93.16,35.22
-81.45,31.40
-81.65,28.24
-81.65,28.24
-110.88,32.19
-83.52,43.02
-84.36,34.43
-84.29,39.82
-84.25,39.76
-84.23,39.64
-84.22,39.68
-84.20,39.70
-84.20,39.82
-84.18,39.74
-84.14,39.70
-84.14,39.86
-84.13,39.82
-84.12,39.77
-84.12,39.74
-84.10,39.70
-84.06,39.72
-84.06,39.77
-81.08,29.18
-81.06,29.20
-81.05,29.22
-81.01,29.23
-81.00,29.20
-71.88,41.84
-89.37,43.25
-88.09,44.45
-87.99,44.45
-83.28,42.30
-83.19,42.32
-83.18,42.33
-83.16,42.34
-83.24,42.34
-81.29,28.87
-88.95,39.90
-88.94,39.85
-88.94,39.88
-87.02,34.58
-86.97,34.57
-86.94,34.55
-86.91,34.54
-84.94,40.83
-84.28,33.79
-84.27,33.71
-84.27,33.75
-84.24,33.78
-84.22,33.71
-95.12,29.70
-73.33,40.76
-80.15,26.32
-80.13,26.30
-80.09,26.32
-84.36,41.30
-88.77,41.93
-117.25,32.98
-100.91,29.39
-88.37,43.05
-81.30,29.00
-119.25,35.79
-88.63,42.63
-83.07,40.28
-83.07,40.29
-80.12,26.46
-80.07,26.44
-81.19,28.93
-90.96,30.46
-90.96,30.53
-96.58,33.76
-95.36,42.01
-97.14,33.20
-97.10,33.19
-75.82,38.89
-105.12,39.74
-105.11,39.68
-105.08,39.64
-105.08,39.72
-105.05,39.71
-105.03,39.68
-105.03,39.75
-105.02,39.88
-105.01,39.77
-105.01,39.83
-105.00,39.74
-105.00,39.71
-104.99,39.85
-104.99,39.68
-104.99,39.73
-104.98,39.80
-104.98,39.91
-104.98,39.88
-104.97,39.74
-104.95,39.78
-104.95,39.72
-104.94,39.69
-104.93,39.65
-104.91,39.70
-104.90,39.74
-104.88,39.71
-104.85,39.78
-104.72,39.84
-81.01,35.52
-74.49,40.90
-73.06,41.31
-93.29,30.86
-71.34,42.90
-93.72,41.60
-93.66,41.59
-93.65,41.61
-93.64,41.54
-93.62,41.60
-93.61,41.59
-93.60,41.65
-93.60,41.55
-93.60,41.59
-93.57,41.63
-93.56,41.60
-87.94,42.04
-87.89,42.03
-87.84,42.06
-96.82,32.60
-90.36,29.99
-88.53,30.44
-83.28,42.41
-83.26,42.43
-83.24,42.41
-83.24,42.37
-83.21,42.44
-83.20,42.39
-83.20,42.43
-83.20,42.36
-83.18,42.42
-83.14,42.41
-83.14,42.37
-83.13,42.39
-83.11,42.32
-83.08,42.38
-83.06,42.33
-83.06,42.36
-83.03,42.35
-83.02,42.44
-83.01,42.39
-83.00,42.37
-82.99,42.41
-82.97,42.38
-82.96,42.43
-82.93,42.41
-82.92,42.41
-95.84,46.82
-84.54,42.83
-117.84,33.98
-117.82,34.01
-117.82,34.01
-89.38,30.38
-95.08,29.45
-87.38,36.07
-79.37,34.44
-89.50,41.86
-87.59,41.62
-91.00,30.10
-98.09,26.19
-71.06,42.31
-77.45,37.85
-85.43,31.23
-85.40,31.19
-85.36,31.21
-82.85,31.49
-82.85,31.52
-84.77,33.72
-84.72,33.75
-82.24,28.02
-75.53,39.13
-75.51,39.16
-74.53,40.89
-70.88,43.18
-75.48,39.12
-86.12,41.98
-88.02,41.83
-88.02,41.81
-88.01,41.75
-118.15,33.92
-118.14,33.90
-118.13,33.95
-118.11,33.93
-75.77,40.04
-75.13,40.32
-111.11,43.73
-84.60,38.68
-78.73,41.12
-117.98,34.14
-83.15,40.10
-83.09,40.12
-82.93,32.49
-80.69,37.08
-84.17,34.00
-84.13,33.96
-84.13,34.01
-84.13,33.95
-101.97,35.87
-105.60,39.76
-97.97,34.52
-82.10,34.91
-78.42,40.43
-76.51,39.29
-83.67,41.96
-78.65,35.31
-78.64,35.32
-78.60,35.30
-96.42,33.95
-78.96,35.97
-78.96,35.92
-78.95,36.02
-78.91,36.02
-78.91,36.08
-78.90,35.90
-78.89,35.97
-78.89,36.04
-78.83,35.96
-88.41,41.11
-87.50,41.49
-89.40,36.06
-106.83,39.66
-100.48,28.71
-149.57,61.33
-71.03,42.37
-74.40,40.46
-74.37,40.42
-87.48,41.63
-87.44,41.64
-84.48,34.68
-73.88,40.76
-70.60,41.56
-97.02,47.93
-74.38,40.81
-72.61,41.76
-84.50,42.76
-84.47,42.73
-80.59,40.67
-73.57,40.72
-73.55,40.72
-74.23,40.76
-81.60,29.65
-76.35,40.09
-71.36,41.82
-90.17,38.55
-90.15,38.63
-75.19,41.00
-88.39,42.79
-70.66,41.76
-120.28,47.41
-72.61,41.93
-74.79,40.00
-72.67,42.28
-81.47,41.64
-76.06,38.77
-75.28,40.71
-75.25,40.68
-82.97,42.45
-82.94,42.45
-84.64,39.76
-84.66,42.50
-74.06,40.30
-74.05,40.29
-91.59,44.84
-91.54,44.83
-91.50,44.82
-91.47,44.81
-91.47,44.77
-91.44,44.77
-91.39,44.72
-78.75,40.47
-83.14,42.26
-93.48,44.86
-93.43,44.85
-76.61,36.07
-80.88,28.95
-76.56,38.94
-76.31,39.44
-76.31,39.45
-93.32,44.88
-98.18,26.30
-98.16,26.29
-98.15,26.30
-74.40,40.51
-74.36,40.60
-74.34,40.57
-97.49,35.62
-97.46,35.65
-122.34,47.81
-84.77,41.63
-117.92,34.92
-89.95,38.79
-88.57,39.14
-74.61,39.44
-74.56,39.39
-86.53,30.47
-116.97,32.81
-116.94,32.74
-116.93,32.79
-116.88,32.84
-115.57,32.79
-92.67,33.23
-118.02,34.07
-106.57,31.84
-106.51,31.79
-106.49,31.76
-106.46,31.78
-106.44,31.83
-106.42,31.90
-106.41,31.79
-82.85,34.10
-76.95,39.40
-88.34,42.03
-88.32,42.06
-88.28,42.04
-74.22,40.67
-74.22,40.65
-74.21,40.65
-76.25,36.29
-76.23,36.33
-82.24,36.35
-85.84,37.71
-76.65,40.21
-76.57,40.13
-121.39,38.42
-121.38,38.41
-88.05,42.01
-88.00,42.00
-87.96,42.00
-87.94,42.01
-93.56,45.31
-86.00,41.73
-86.00,41.68
-85.97,41.72
-85.97,41.69
-85.94,41.65
-96.23,41.27
-88.54,42.67
-79.85,38.93
-76.72,39.21
-78.62,38.40
-75.83,39.60
-81.49,38.49
-120.55,46.98
-74.42,41.68
-74.40,41.72
-84.24,33.62
-76.83,39.28
-84.51,34.65
-68.41,44.54
-68.41,44.53
-80.29,40.86
-98.41,29.22
-87.96,41.91
-87.94,41.91
-87.94,41.87
-73.87,40.73
-73.81,41.05
-87.81,41.91
-74.72,39.58
-82.11,41.37
-82.11,41.39
-82.08,41.43
-82.07,41.38
-82.07,41.35
-120.63,39.26
-96.21,38.42
-96.16,38.41
-77.54,36.70
-117.28,33.04
-117.26,33.05
-118.48,34.16
-72.58,42.00
-72.20,43.58
-105.00,39.65
-104.99,39.63
-104.87,39.59
-104.83,39.59
-84.31,39.88
-82.35,26.96
-97.89,36.42
-85.83,31.32
-121.98,47.20
-76.18,40.19
-71.07,43.02
-84.59,39.02
-117.10,33.11
-117.09,33.13
-117.08,33.10
-117.06,33.13
-106.06,36.00
-76.47,39.31
-73.13,44.50
-83.85,43.59
-76.82,40.15
-81.53,41.61
-85.15,31.88
-123.13,44.05
-123.13,44.10
-123.09,44.06
-123.07,44.05
-92.44,30.50
-90.63,38.51
-81.69,28.82
-81.69,28.87
-82.13,33.49
-110.98,41.26
-87.70,42.04
-87.68,42.05
-87.63,37.98
-87.57,38.02
-87.56,37.99
-87.55,38.16
-87.54,37.96
-87.49,37.97
-87.49,38.01
-87.46,37.98
-122.24,47.88
-122.22,47.93
-122.21,47.91
-122.20,47.99
-122.18,47.99
-122.11,48.00
-86.95,31.44
-158.01,21.32
-75.83,37.53
-75.66,40.05
-75.63,40.02
-75.58,41.51
-84.03,39.81
-83.99,39.78
-77.39,38.86
-77.36,38.86
-77.32,38.85
-96.07,31.47
-91.98,41.01
-86.92,33.48
-86.91,33.50
-84.56,39.34
-74.30,40.88
-70.89,41.64
-87.89,30.51
-81.62,41.13
-74.86,40.18
-80.15,39.48
-89.98,38.59
-81.87,41.44
-71.16,41.67
-71.15,41.72
-71.15,41.70
-117.25,33.38
-118.80,39.48
-77.18,38.89
-95.60,40.06
-76.39,39.49
-96.84,46.86
-96.82,46.86
-96.80,46.85
-96.80,46.90
-93.29,44.30
-73.42,40.75
-111.91,41.00
-93.15,44.64
-90.43,37.79
-83.37,42.46
-83.36,42.51
-70.16,44.63
-73.02,40.83
-78.40,37.29
-77.59,35.58
-87.83,33.70
-84.45,33.46
-79.02,35.04
-79.01,35.07
-78.97,35.07
-78.96,35.04
-78.93,35.07
-78.90,35.02
-78.88,35.13
-78.86,35.05
-78.82,35.01
-104.86,41.14
-74.98,40.13
-75.00,40.15
-122.32,47.29
-122.31,47.32
-90.47,38.52
-90.44,38.50
-83.74,42.79
-83.71,42.81
-96.12,46.29
-96.12,46.29
-96.06,46.28
-85.59,38.15
-83.16,42.45
-90.40,38.21
-118.91,34.40
-83.66,41.06
-83.62,41.05
-86.04,39.96
-73.90,41.54
-71.79,42.59
-71.77,42.58
-81.16,29.48
-111.66,35.18
-83.29,42.10
-74.86,40.50
-83.77,43.00
-83.77,43.06
-83.73,43.00
-83.73,43.05
-83.73,42.99
-83.69,43.09
-83.69,42.95
-83.65,42.99
-88.49,38.68
-73.70,40.74
-111.39,33.02
-111.39,33.03
-87.67,34.84
-87.66,34.82
-84.66,38.98
-84.64,38.99
-84.63,39.02
-79.81,34.19
-79.80,34.23
-79.77,34.17
-79.70,34.20
-90.34,38.79
-90.30,38.81
-73.83,40.76
-73.83,40.74
-73.82,40.72
-82.01,30.84
-80.60,40.34
-121.19,38.64
-88.47,43.78
-117.44,34.11
-117.44,34.07
-89.49,32.36
-79.30,37.35
-81.89,35.34
-93.00,45.28
-84.38,33.62
-76.91,38.85
-90.79,35.03
-88.86,42.94
-77.16,38.71
-84.96,32.37
-84.91,32.38
-104.79,38.76
-105.10,40.55
-105.08,40.53
-105.08,40.61
-105.01,40.58
-77.42,39.44
-94.16,42.50
-84.32,33.62
-82.12,33.40
-82.46,43.04
-85.95,37.90
-80.36,26.12
-80.35,26.06
-80.32,26.14
-80.31,26.15
-80.31,26.06
-80.28,26.11
-80.26,26.17
-80.25,26.05
-80.25,26.19
-80.23,26.06
-80.23,26.07
-80.19,26.08
-80.18,26.19
-80.17,26.17
-80.16,26.14
-80.16,26.20
-80.15,26.12
-80.15,26.12
-80.15,26.17
-80.14,26.11
-80.14,26.10
-80.13,26.19
-80.10,26.19
-94.92,39.34
-77.35,37.23
-73.98,40.83
-104.82,40.08
-76.73,39.11
-80.97,35.03
-84.58,39.05
-84.53,39.03
-114.60,35.02
-88.12,30.70
-103.77,40.27
-81.90,26.56
-81.89,26.52
-81.87,26.60
-81.87,26.55
-81.83,26.47
-81.83,26.67
-81.81,26.61
-81.80,26.55
-85.25,34.95
-85.75,34.44
-85.73,34.44
-80.39,27.42
-80.35,27.44
-80.33,27.43
-80.33,27.38
-149.71,61.25
-96.82,39.10
-96.76,39.09
-98.44,29.46
-98.42,34.67
-98.39,34.65
-102.88,30.91
-83.88,32.56
-86.60,30.44
-88.65,30.39
-85.28,41.07
-85.24,41.13
-85.22,41.06
-85.20,41.07
-85.16,41.05
-85.14,41.10
-85.14,41.18
-85.14,41.08
-85.13,41.04
-85.10,41.18
-85.06,41.12
-97.43,32.81
-83.42,41.17
-104.74,38.75
-111.73,33.61
-82.22,34.70
-117.95,33.73
-88.18,42.40
-71.41,42.28
-71.40,42.30
-83.74,43.34
-87.85,41.51
-86.48,40.28
-84.89,38.18
-91.51,29.81
-86.82,35.96
-86.56,36.67
-86.05,39.46
-86.02,39.48
-83.39,35.18
-79.83,41.40
-76.95,36.67
-74.58,41.12
-71.42,42.09
-87.88,41.93
-87.85,41.94
-77.46,39.42
-77.41,39.39
-77.53,38.25
-77.51,38.30
-77.51,38.35
-77.50,38.23
-77.49,38.19
-77.44,38.29
-74.28,40.24
-74.27,40.22
-84.12,43.52
-89.64,42.30
-89.63,42.28
-96.50,41.45
-96.47,41.45
-85.97,43.47
-83.17,41.28
-83.13,41.36
-93.26,45.07
-95.19,29.51
-95.15,29.54
-96.80,33.15
-78.19,38.91
-78.91,39.64
-108.74,39.16
-117.98,33.86
-117.92,33.86
-117.89,33.87
-91.97,38.85
-88.40,34.25
-86.81,33.61
-85.99,34.01
-81.75,35.17
-81.71,35.08
-81.66,35.09
-83.85,34.29
-83.83,34.32
-83.83,34.30
-83.82,34.29
-82.44,29.69
-82.34,29.65
-82.32,29.67
-77.61,38.79
-77.19,39.12
-77.18,39.12
-77.16,39.16
-82.80,40.73
-82.17,38.83
-108.76,35.53
-121.29,38.25
-94.83,29.29
-94.83,29.27
-76.68,39.04
-76.02,39.99
-116.28,43.67
-83.32,42.33
-73.62,40.74
-73.61,40.73
-118.03,33.78
-117.96,33.78
-117.95,33.76
-117.92,33.78
-118.31,33.90
-118.31,33.87
-86.81,33.66
-71.99,42.57
-119.74,38.94
-96.70,32.92
-96.63,32.91
-78.60,35.69
-78.57,35.61
-74.32,40.65
-87.36,41.56
-87.35,41.60
-87.34,41.53
-87.24,41.60
-77.57,36.45
-81.23,35.28
-81.22,35.26
-81.17,35.23
-81.12,35.26
-83.52,35.71
-88.66,30.39
-90.99,30.27
-98.03,28.34
-84.56,38.19
-79.29,33.38
-75.40,38.70
-89.84,35.10
-89.81,35.09
-88.13,43.19
-77.27,39.18
-77.27,39.18
-77.26,39.18
-77.20,39.84
-75.26,39.82
-122.66,47.39
-122.59,47.32
-112.72,32.95
-111.81,33.38
-111.79,33.36
-111.76,33.31
-111.76,33.34
-74.48,40.67
-87.97,40.77
-80.70,41.15
-85.92,37.00
-75.11,39.71
-72.62,41.73
-77.61,37.65
-77.46,37.67
-76.64,39.13
-76.62,39.17
-73.62,40.86
-80.74,39.96
-88.06,41.86
-94.13,44.77
-118.29,34.17
-118.26,34.15
-118.26,34.13
-118.24,34.14
-112.36,33.54
-112.27,33.51
-112.22,33.64
-112.22,33.64
-112.22,33.54
-112.20,33.67
-112.20,33.58
-112.19,33.51
-112.18,33.61
-112.17,33.57
-112.15,33.54
-88.08,41.94
-73.64,43.31
-87.80,42.09
-87.64,41.55
-107.36,39.56
-76.53,37.40
-105.33,39.70
-105.22,39.75
-93.36,44.97
-78.01,35.36
-77.97,35.39
-77.96,35.37
-112.36,33.45
-80.04,33.00
-80.00,32.97
-78.21,37.98
-71.18,44.39
-70.44,43.68
-85.90,41.62
-85.86,41.59
-85.80,41.56
-74.34,41.40
-87.96,43.31
-80.04,39.34
-71.70,42.22
-79.40,36.06
-90.69,30.05
-118.52,34.26
-97.79,32.43
-83.63,42.93
-97.08,47.93
-97.07,47.89
-97.06,47.90
-97.05,47.91
-86.22,43.05
-98.38,40.94
-98.35,40.92
-98.34,40.91
-108.60,39.09
-108.57,39.07
-108.54,39.08
-108.54,39.11
-108.54,39.04
-84.74,42.74
-97.04,32.67
-85.70,42.99
-85.69,43.01
-85.69,43.01
-85.68,42.97
-94.52,38.89
-85.78,42.89
-85.78,42.91
-86.12,41.75
-121.23,38.74
-90.12,38.72
-107.87,35.16
-79.10,39.69
-121.04,39.24
-90.78,29.68
-82.41,36.39
-88.00,42.34
-111.32,47.52
-111.28,47.49
-104.74,40.40
-104.72,40.42
-104.70,40.39
-88.07,44.49
-88.07,44.52
-88.06,44.56
-87.97,44.49
-74.48,40.60
-76.86,38.99
-84.86,39.12
-82.80,36.18
-87.95,42.96
-85.92,39.82
-85.77,39.81
-83.38,39.35
-72.59,42.61
-79.87,36.07
-79.87,36.03
-79.84,36.01
-79.84,36.05
-79.77,36.04
-85.48,39.35
-79.55,40.28
-79.51,40.30
-73.63,40.81
-96.11,33.12
-91.04,33.38
-88.51,44.27
-84.62,40.11
-82.46,34.87
-82.42,34.82
-82.41,34.89
-82.40,34.84
-82.38,34.80
-82.37,34.83
-82.35,34.88
-82.34,34.82
-82.34,34.85
-82.33,34.87
-82.27,34.82
-82.26,34.86
-80.36,41.41
-77.39,35.61
-77.38,35.58
-77.37,35.65
-77.34,35.60
-77.33,35.56
-71.53,41.87
-91.03,30.51
-90.20,33.52
-86.16,39.61
-86.16,39.62
-86.12,39.64
-86.11,39.60
-82.18,34.21
-82.15,34.18
-82.15,34.21
-82.25,34.87
-82.25,34.95
-82.16,34.89
-82.10,28.03
-89.82,33.77
-122.44,45.50
-122.41,45.50
-90.03,29.90
-121.69,39.36
-84.27,33.25
-87.43,41.54
-87.41,41.55
-72.06,41.35
-83.08,39.89
-83.06,39.88
-80.11,41.17
-87.78,31.70
-120.61,35.12
-87.08,30.39
-87.69,30.27
-89.10,30.45
-89.10,30.44
-89.09,30.38
-89.09,30.43
-89.03,30.40
-86.31,34.34
